Entité;Localisation de la station;Coordonnées;Paramètres mesurés;Source;Unité de mesure;Mesure;Dernière mise à jour;Commune;EPCI;Département;Région
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - ST FONS CENTRE;45.70782,4.864404;NO2;EEA France;µg/m³;4.53;2017-07-17T20:00:00+02:00;Saint-Fons;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
LIMAIR;France - LIMAIR - ST JUNIEN - Fontaine;45.890007,0.9000041;NO2;EEA France;µg/m³;0.15;2017-07-18T20:00:00+02:00;Saint-Junien;CC Porte Océane du Limousin;HAUTE-VIENNE;NOUVELLE-AQUITAINE
ATMO GRAND EST;France - ATMO GRAND EST - STG Nord;48.610332,7.781629;O3;EEA France;µg/m³;148.1;2017-07-18T22:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
ATMOSF'AIR BOURGOGNE;France - ATMOSF'AIR BOURGOGNE - Station NEVERS ISAT;46.996666,3.1708374;NO2;EEA France;µg/m³;1.0;2017-07-17T20:00:00+02:00;Nevers;CA de Nevers;NIEVRE;BOURGOGNE-FRANCHE-COMTE
ATMOSF'AIR BOURGOGNE;France - ATMOSF'AIR BOURGOGNE - Station PEJOCES;47.30804,5.066112;PM10;EEA France;µg/m³;13.1;2017-06-16T11:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - VICTOR HUGO;47.20439,-1.5528278;PM10;EEA France;µg/m³;0.0;2017-07-18T22:00:00+02:00;Nantes;Nantes Métropole;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
AIRPARIF;France - AIRPARIF - VITRY-SUR-SEINE;48.775772,2.3758013;NO2;EEA France;µg/m³;19.25;2017-07-18T22:00:00+02:00;Vitry-sur-Seine;Métropole du Grand Paris;VAL-DE-MARNE;ILE-DE-FRANCE
Martinique;France - Martinique - FR39009;14.610743,-61.002613;O3;EEA France;µg/m³;33.4;2020-04-28T19:00:00+02:00;Le Lamentin;CA du Centre de la Martinique;MARTINIQUE;MARTINIQUE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - GRAND PARC;44.861412,-0.5794439;O3;EEA France;µg/m³;122.25;2017-07-18T22:00:00+02:00;Bordeaux;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
LIMAIR;France - LIMAIR - LIMOGES - PrOsidial;45.831074,1.2568778;PM10;EEA France;µg/m³;11.95;2017-07-18T22:00:00+02:00;Limoges;CU Limoges Métropole;HAUTE-VIENNE;NOUVELLE-AQUITAINE
AIR C.O.M. (CALVADOS, ORNE, MANCHE);France - AIR C.O.M. (CALVADOS, ORNE, MANCHE) - La Coulonche MERA;48.645008,-0.45833305;PM2.5;EEA France;µg/m³;7.05;2017-07-18T22:00:00+02:00;La Coulonche;CA Flers Agglo;ORNE;NORMANDIE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - La Couronne;45.608807,0.09972198;O3;EEA France;µg/m³;66.85;2017-05-25T12:00:00+02:00;La Couronne;CA du Grand Angoulême;CHARENTE;NOUVELLE-AQUITAINE
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Les Carmes;42.695778,2.899699;PM2.5;EEA France;µg/m³;25.5;2017-07-18T21:00:00+02:00;Perpignan;CU Perpignan Méditerranée Métropole;PYRENEES-ORIENTALES;OCCITANIE
ATMO AUVERGNE;France - ATMO AUVERGNE - MOULINS;46.561863,3.3310878;PM10;EEA France;µg/m³;19.25;2016-12-01T21:00:00+01:00;Moulins;CA Moulins Communauté;ALLIER;AUVERGNE-RHONE-ALPES
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Montfaucon;47.234592,6.076474;O3;EEA France;µg/m³;137.83;2017-07-18T22:00:00+02:00;Montfaucon;CA du Grand Besançon;DOUBS;BOURGOGNE-FRANCHE-COMTE
AIR NORMAND;France - AIR NORMAND - Moult proximitO;49.11719,-0.16966571;PM10;EEA France;µg/m³;5.7;2017-07-18T17:00:00+02:00;Moult-Chicheboville;CC Val Ès Dunes;CALVADOS;NORMANDIE
ASPA;France - ASPA - Mulhouse Est;47.72309,7.3416076;O3;EEA France;µg/m³;139.75;2017-07-18T22:00:00+02:00;Brunstatt-Didenheim;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Paray le Fresil;46.652645,3.6006632;O3;EEA France;µg/m³;104.43;2017-07-18T22:00:00+02:00;Paray-le-Frésil;CA Moulins Communauté;ALLIER;AUVERGNE-RHONE-ALPES
QUALITAIR CORSE;France - QUALITAIR CORSE - AJACCIO PIATANICCIA;41.964413,8.820279;NO2;EEA France;µg/m³;6.68;2017-07-12T18:00:00+02:00;Sarrola-Carcopino;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
QUALITAIR CORSE;France - QUALITAIR CORSE - AJACCIO SPOSATA;41.94925,8.757586;NO2;EEA France;µg/m³;9.85;2017-07-17T20:00:00+02:00;Ajaccio;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
AIRPARIF;France - AIRPARIF - AUBERVILLIERS;48.903896,2.3847036;CO;EEA France;µg/m³;0.0;2017-07-18T21:00:00+02:00;Aubervilliers;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BILLERE;43.310806,-0.3911112;SO2;EEA France;µg/m³;0.0;2017-07-18T22:00:00+02:00;Billère;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO GRAND EST;France - ATMO GRAND EST - Bar Le Duc;48.775833,5.1627884;NO2;EEA France;µg/m³;8.58;2017-05-25T12:00:00+02:00;Bar-le-Duc;CA de Bar-le-Duc - Sud Meuse;MEUSE;GRAND EST
ATMO FRANCHE COMTE;France - ATMO FRANCHE COMTE - Belfort centre;47.63073,6.8590326;O3;EEA France;µg/m³;126.15;2017-07-18T22:00:00+02:00;Belfort;CA Grand Belfort;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Besancon Prevoyance;47.2474,6.0154157;PM2.5;EEA France;µg/m³;11.5;2017-07-18T22:00:00+02:00;Besançon;CA du Grand Besançon;DOUBS;BOURGOGNE-FRANCHE-COMTE
ASPA;France - ASPA - C.C.3 FrontiOres;47.59494,7.5681715;NO2;EEA France;µg/m³;9.83;2017-05-25T12:00:00+02:00;Village-Neuf;CA Saint-Louis Agglomération;HAUT-RHIN;GRAND EST
AIR PACA;France - AIR PACA - CANNES BROUSSAILLES;43.562527,7.0072184;PM10;EEA France;µg/m³;17.25;2017-07-18T22:00:00+02:00;Cannes;CA Cannes Pays de Lérins;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - Capitainerie;48.726612,4.594784;O3;EEA France;µg/m³;110.33;2017-07-18T22:00:00+02:00;Vitry-le-François;CC de Vitry, Champagne et Der;MARNE;GRAND EST
ORA;France - ORA - Ecole JOINVILLE;-20.884737,55.45381;PM10;EEA France;µg/m³;34.48;2017-07-17T13:00:00+02:00;Saint-Denis;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
ATMO GRAND EST;France - ATMO GRAND EST - Ecole de Carling(9);49.165733,6.716883;SO2;EEA France;µg/m³;1.13;2017-03-28T18:00:00+02:00;Carling;CA Saint-Avold Synergie;MOSELLE;GRAND EST
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02001;43.485863,5.171942;O3;EEA France;µg/m³;37.2;2020-04-27T08:00:00+02:00;Berre-l'Étang;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Val-d'Oise;France - Val-d'Oise - FR04023;49.04641,2.0430565;PM10;EEA France;µg/m³;6.7;2020-04-28T19:00:00+02:00;Cergy;CA de Cergy-Pontoise;VAL-D'OISE;ILE-DE-FRANCE
Paris;France - Paris - FR04060;48.8572,2.2933;NO2;EEA France;µg/m³;5.3;2020-04-28T20:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
Hérault;France - Hérault - FR08030;43.609962,3.8986075;NO2;EEA France;µg/m³;4.5;2020-04-28T19:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
Hautes-Pyrénées;France - Hautes-Pyrénées - FR12052;43.23029,0.06222199;O3;EEA France;µg/m³;89.0;2020-04-28T19:00:00+02:00;Tarbes;CA Tarbes-Lourdes-Pyrénées;HAUTES-PYRENEES;OCCITANIE
Marne;France - Marne - FR14022;48.9622,4.36;SO2;EEA France;µg/m³;0.3;2019-09-17T10:00:00+02:00;Châlons-en-Champagne;CA de Châlons-en-Champagne;MARNE;GRAND EST
Calvados;France - Calvados - FR21019;49.151695,-0.3527783;NO2;EEA France;µg/m³;6.4;2020-04-28T20:00:00+02:00;Ifs;CU Caen la Mer;CALVADOS;NORMANDIE
Moselle;France - Moselle - FR22011;49.15839,6.7316604;NO2;EEA France;µg/m³;2.2;2020-04-28T19:00:00+02:00;L'Hôpital;CA Saint-Avold Synergie;MOSELLE;GRAND EST
AIR RHONE ALPES;France - AIR RHONE ALPES - RIVE DE GIER;45.533405,4.6239433;PM10;EEA France;µg/m³;14.88;2017-05-25T12:00:00+02:00;Rive-de-Gier;Saint-Etienne Métropole;LOIRE;AUVERGNE-RHONE-ALPES
AIR BREIZH;France - AIR BREIZH - Rennes Pays-Bas;48.089634,-1.6591074;O3;EEA France;µg/m³;109.25;2017-07-18T17:00:00+02:00;Rennes;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Romans-sur-IsOre;45.04247,5.044301;O3;EEA France;µg/m³;141.1;2017-07-17T20:00:00+02:00;Romans-sur-Isère;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
ATMOSF'AIR BOURGOGNE;France - ATMOSF'AIR BOURGOGNE - Station PEJOCES;47.30804,5.066112;NO2;EEA France;µg/m³;3.85;2017-07-17T20:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
AIR BREIZH;France - AIR BREIZH - Vannes Roscanvec;47.656696,-2.758196;NO2;EEA France;µg/m³;24.85;2017-05-31T09:00:00+02:00;Vannes;CA Golfe du Morbihan - Vannes Agglomération;MORBIHAN;BRETAGNE
AIR BREIZH;France - AIR BREIZH - Vannes UTA;47.648888,-2.7638915;O3;EEA France;µg/m³;119.18;2017-07-18T17:00:00+02:00;Vannes;CA Golfe du Morbihan - Vannes Agglomération;MORBIHAN;BRETAGNE
Saint-Leu;France - Saint-Leu - FR38024;-21.213211,55.302803;PM10;EEA France;µg/m³;14.2;2018-03-03T10:00:00+01:00;Saint-Leu;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Gard Rhodanien2;43.942898,4.6796837;O3;EEA France;µg/m³;75.8;2017-05-04T00:00:00+02:00;Saze;CA du Grand Avignon (Coga);GARD;OCCITANIE
AIR RHONE ALPES;France - AIR RHONE ALPES - LOVERCHY;45.895256,6.1183357;O3;EEA France;µg/m³;96.0;2017-05-25T12:00:00+02:00;Annecy;CA du Grand Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
Côte-d'Or;France - Côte-d'Or - FR26043;47.31547,5.037429;NO2;EEA France;µg/m³;7.2;2020-04-28T19:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
Vosges;France - Vosges - FR30019;48.172794,6.452814;PM10;EEA France;µg/m³;6.3;2020-04-28T18:00:00+02:00;Épinal;CA d'Épinal;VOSGES;GRAND EST
Vosges;France - Vosges - FR30028;48.051098,7.0111175;NO2;EEA France;µg/m³;-0.3;2020-04-28T19:00:00+02:00;Xonrupt-Longemer;CC des Hautes-Vosges;VOSGES;GRAND EST
Gironde;France - Gironde - FR31010;45.01225,-0.52833337;NO2;EEA France;µg/m³;0.9;2020-04-28T19:00:00+02:00;Ambès;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
Saône-et-Loire;France - Saône-et-Loire - FR32002;46.82109,4.8350024;NO2;EEA France;µg/m³;5.1;2020-04-28T19:00:00+02:00;Champforgeuil;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
Haute-Vienne;France - Haute-Vienne - FR35002;45.890007,0.9000041;NO2;EEA France;µg/m³;1.7;2020-04-28T19:00:00+02:00;Saint-Junien;CC Porte Océane du Limousin;HAUTE-VIENNE;NOUVELLE-AQUITAINE
Guadeloupe;France - Guadeloupe - FR37007;16.25067,-61.52795;NO2;EEA France;µg/m³;1.2;2020-04-28T19:00:00+02:00;Les Abymes;CA Cap Excellence;GUADELOUPE;GUADELOUPE
Reunion;France - Reunion - FR38008;-20.884737,55.45381;O3;EEA France;µg/m³;59.3;2020-04-28T17:00:00+02:00;Saint-Denis;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
ATMO GRAND EST;France - ATMO GRAND EST - Luneville;48.584846,6.483896;PM2.5;EEA France;µg/m³;14.6;2017-07-18T22:00:00+02:00;Lunéville;CC du Territoire de Lunéville à Baccarat;MEURTHE-ET-MOSELLE;GRAND EST
ATMO OCCITANIE;France - ATMO OCCITANIE - LycOe Dupuy O Tarbes;43.23029,0.06222199;O3;EEA France;µg/m³;41.28;2017-07-17T09:00:00+02:00;Tarbes;CA Tarbes-Lourdes-Pyrénées;HAUTES-PYRENEES;OCCITANIE
ATMO GRAND EST;France - ATMO GRAND EST - Malroy;49.168846,6.2126675;NO2;EEA France;µg/m³;15.35;2017-07-18T22:00:00+02:00;Malroy;CC Rives de Moselle;MOSELLE;GRAND EST
AIR LORRAINE;France - AIR LORRAINE - Nancy-Brabois 2;48.656937,6.1360235;NO2;EEA France;µg/m³;8.93;2017-05-25T12:00:00+02:00;Villers-lès-Nancy;Métropole du Grand Nancy;MEURTHE-ET-MOSELLE;GRAND EST
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - P. Roth St Quentin;49.851337,3.2839983;O3;EEA France;µg/m³;57.7;2017-05-25T12:00:00+02:00;Saint-Quentin;CA du Saint-Quentinois;AISNE;HAUTS-DE-FRANCE
AIR RHONE ALPES;France - AIR RHONE ALPES - PASSY;45.923634,6.713613;NO2;EEA France;µg/m³;5.1;2017-05-25T12:00:00+02:00;Passy;CC Pays du Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
AIR PACA;France - AIR PACA - PLAN AUPS/STE  BAUME;43.335182,5.7273617;O3;EEA France;µg/m³;138.25;2017-07-18T22:00:00+02:00;Plan-d'Aups-Sainte-Baume;CA de la Provence Verte;VAR;PROVENCE-ALPES-COTE D'AZUR
ORA;France - ORA - Plateau Caillou;-21.009739,55.27271;NO2;EEA France;µg/m³;9.45;2017-07-17T11:00:00+02:00;Saint-Paul;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Rageade;45.104702,3.2773595;PM10;EEA France;µg/m³;24.98;2017-07-18T22:00:00+02:00;Rageade;CC Hautes Terres;CANTAL;AUVERGNE-RHONE-ALPES
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - SAINT EXUPERY;47.054474,-0.8861108;NO2;EEA France;µg/m³;9.85;2017-07-17T20:00:00+02:00;Cholet;CA du Choletais;MAINE-ET-LOIRE;PAYS DE LA LOIRE
AIRAQ;France - AIRAQ - SAINT-SULPICE;44.91303,-0.3844439;O3;EEA France;µg/m³;68.0;2017-05-25T12:00:00+02:00;Saint-Sulpice-et-Cameyrac;CC du Secteur de Saint-Loubès;GIRONDE;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - ST FONS CENTRE;45.70782,4.864404;NO2;EEA France;µg/m³;9.3;2017-05-25T12:00:00+02:00;Saint-Fons;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
ATMO GRAND EST;France - ATMO GRAND EST - STG Clemenceau;48.59043,7.744987;PM10;EEA France;µg/m³;20.65;2017-07-18T22:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
LIG'AIR;France - LIG'AIR - St Jean;47.917374,1.9662595;NO2;EEA France;µg/m³;2.53;2017-07-17T20:00:00+02:00;Saint-Jean-de-Braye;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - St Julien trafic;45.25256,6.397011;PM10;EEA France;µg/m³;14.0;2017-07-17T20:00:00+02:00;Saint-Julien-Mont-Denis;CC Coeur de Maurienne Arvan;SAVOIE;AUVERGNE-RHONE-ALPES
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Vesoul Pres Caillet;47.620014,6.15761;PM10;EEA France;µg/m³;15.63;2017-05-25T12:00:00+02:00;Vesoul;CA de Vesoul;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE
MADININAIR;France - MADININAIR - Ville de Schoelcher;14.616392,-61.1008;PM10;EEA France;µg/m³;47.0;2017-07-18T00:00:00+02:00;Schœlcher;CA du Centre de la Martinique;MARTINIQUE;MARTINIQUE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - DAX;43.70472,-1.0386142;O3;EEA France;µg/m³;90.25;2017-07-18T22:00:00+02:00;Dax;CA du Grand Dax;LANDES;NOUVELLE-AQUITAINE
AIR RHONE ALPES;France - AIR RHONE ALPES - FEYZIN STADE;45.66389,4.845899;PM10;EEA France;µg/m³;24.43;2017-07-17T20:00:00+02:00;Feyzin;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02008;43.40225,4.9822183;PM2.5;EEA France;µg/m³;1.9;2020-04-28T19:00:00+02:00;Port-de-Bouc;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02013;43.45889,4.934167;SO2;EEA France;µg/m³;2.1;2020-04-28T20:00:00+02:00;Fos-sur-Mer;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Seine-Saint-Denis;France - Seine-Saint-Denis - FR04059;48.937244,2.361671;NO2;EEA France;µg/m³;10.4;2020-04-28T20:00:00+02:00;Saint-Denis;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
Nord;France - Nord - FR06009;50.172478,3.236064;PM10;EEA France;µg/m³;8.7;2018-12-10T10:00:00+01:00;Cambrai;CA de Cambrai;NORD;HAUTS-DE-FRANCE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - AIRVAULT 2;46.82435,-0.13546056;PM10;EEA France;µg/m³;30.5;2017-07-18T21:00:00+02:00;Airvault;CC Airvaudais-Val du Thouet;DEUX-SEVRES;NOUVELLE-AQUITAINE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Armentieres Centre;50.68721,2.8800437;O3;EEA France;µg/m³;0.95;2016-12-05T02:00:00+01:00;Armentières;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - Aytré;46.135128,-1.1170461;NO2;EEA France;µg/m³;7.03;2016-12-05T02:00:00+01:00;Aytré;CA de la Rochelle;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
QUALITAIR CORSE;France - QUALITAIR CORSE - BASTIA MONTESORO;42.671345,9.434646;PM2.5;EEA France;µg/m³;10.63;2017-07-17T20:00:00+02:00;Bastia;CA de Bastia;HAUTE-CORSE;CORSE
ATMO AUVERGNE;France - ATMO AUVERGNE - Chamalières Europe;45.774776,3.0629675;NO2;EEA France;µg/m³;78.0;2016-12-05T18:00:00+01:00;Chamalières;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
Haute-Loire;France - Haute-Loire - FR07054;45.03898,3.8870013;NO2;EEA France;µg/m³;2.4;2020-04-28T19:00:00+02:00;Le Puy-en-Velay;CA du Puy-en-Velay;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES
Hérault;France - Hérault - FR08004;43.60502,3.8745954;NO2;EEA France;µg/m³;17.6;2020-04-28T18:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
Pyrénées-Orientales;France - Pyrénées-Orientales - FR08714;42.695778,2.899699;NO2;EEA France;µg/m³;10.6;2020-04-28T19:00:00+02:00;Perpignan;CU Perpignan Méditerranée Métropole;PYRENEES-ORIENTALES;OCCITANIE
Deux-Sèvres;France - Deux-Sèvres - FR09019;46.329563,-0.4588891;PM10;EEA France;µg/m³;17.4;2020-01-22T07:00:00+01:00;Niort;CA du Niortais;DEUX-SEVRES;NOUVELLE-AQUITAINE
Haute-Garonne;France - Haute-Garonne - FR12047;43.803867,1.5958302;PM10;EEA France;µg/m³;6.7;2020-04-28T17:00:00+02:00;Bessières;CC Val'Aïgo;HAUTE-GARONNE;OCCITANIE
Haut-Rhin;France - Haut-Rhin - FR16066;47.73741,7.3090796;PM10;EEA France;µg/m³;9.1;2020-04-28T18:00:00+02:00;Mulhouse;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
Ille-et-Vilaine;France - Ille-et-Vilaine - FR19002;48.108654,-1.665764;PM2.5;EEA France;µg/m³;1.1;2020-04-28T19:00:00+02:00;Rennes;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
Calvados;France - Calvados - FR21016;49.17525,-0.35361102;PM10;EEA France;µg/m³;5.9;2020-04-28T19:00:00+02:00;Caen;CU Caen la Mer;CALVADOS;NORMANDIE
AIR RHONE ALPES;France - AIR RHONE ALPES - GENAS;45.731716,4.9802957;PM10;EEA France;µg/m³;20.85;2017-07-17T20:00:00+02:00;Genas;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - GRAND PARC;44.861412,-0.5794439;NO2;EEA France;µg/m³;9.75;2017-07-18T22:00:00+02:00;Bordeaux;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - HAMEAU;43.3078,-0.32277817;O3;EEA France;µg/m³;98.75;2017-07-18T22:00:00+02:00;Bizanos;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
AIR LORRAINE;France - AIR LORRAINE - Heming;48.69472,6.9652762;SO2;EEA France;µg/m³;5.45;2017-03-28T18:00:00+02:00;Héming;CC Sarrebourg Moselle Sud;MOSELLE;GRAND EST
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - LYON Centre;45.757732,4.8542175;PM10;EEA France;µg/m³;14.25;2017-05-25T12:00:00+02:00;Lyon;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Mayenne;France - Mayenne - FR23123;48.06941,-0.76769215;O3;EEA France;µg/m³;85.3;2020-04-28T20:00:00+02:00;Laval;CA Laval Agglomération;MAYENNE;PAYS DE LA LOIRE
Sarthe;France - Sarthe - FR23163;47.92189,0.15182516;O3;EEA France;µg/m³;92.5;2020-04-28T20:00:00+02:00;Spay;CC du Val de Sarthe;SARTHE;PAYS DE LA LOIRE
Alpes-de-Haute-Provence;France - Alpes-de-Haute-Provence - FR24039;43.93352,5.7117043;PM2.5;EEA France;µg/m³;1.2;2020-04-28T19:00:00+02:00;Saint-Michel-l'Observatoire;CC Haute-Provence-Pays de Banon;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR
Isère;France - Isère - FR27008;45.35321,4.804819;PM10;EEA France;µg/m³;10.9;2019-12-09T11:00:00+01:00;Salaise-sur-Sanne;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
Meuse;France - Meuse - FR30038;48.549297,5.460688;PM10;EEA France;µg/m³;93.2;2019-04-18T14:00:00+02:00;Houdelaincourt;CC des Portes de Meuse;MEUSE;GRAND EST
Drôme;France - Drôme - FR36019;45.04247,5.044301;NO2;EEA France;µg/m³;7.1;2020-04-28T19:00:00+02:00;Romans-sur-Isère;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
AIR PACA;France - AIR PACA - Obs Haute-Provence;43.93352,5.7117043;PM10;EEA France;µg/m³;21.25;2017-07-18T21:00:00+02:00;Saint-Michel-l'Observatoire;CC Haute-Provence-Pays de Banon;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR
AIRPARIF;France - AIRPARIF - RAMBOUILLET;48.633728,1.830533;O3;EEA France;µg/m³;113.25;2017-07-18T22:00:00+02:00;Rambouillet;CA Rambouillet Territoires;YVELINES;ILE-DE-FRANCE
AIR RHONE ALPES;France - AIR RHONE ALPES - SAINT JEAN;45.274754,6.349724;SO2;EEA France;µg/m³;11.75;2017-05-25T12:00:00+02:00;Saint-Jean-de-Maurienne;CC Coeur de Maurienne Arvan;SAVOIE;AUVERGNE-RHONE-ALPES
LIMAIR;France - LIMAIR - ST JUNIEN - Fontaine;45.890007,0.9000041;PM10;EEA France;µg/m³;14.6;2017-07-18T22:00:00+02:00;Saint-Junien;CC Porte Océane du Limousin;HAUTE-VIENNE;NOUVELLE-AQUITAINE
GWAD'AIR;France - GWAD'AIR - ST de Baie mahault;16.256104,-61.590294;O3;EEA France;µg/m³;32.13;2017-07-17T21:00:00+02:00;Baie-Mahault;CA Cap Excellence;GUADELOUPE;GUADELOUPE
ATMO GRAND EST;France - ATMO GRAND EST - STG A35;48.575993,7.727479;PM10;EEA France;µg/m³;35.7;2017-05-25T12:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
AIR LORRAINE;France - AIR LORRAINE - Scy-Chazelles;49.10749,6.122773;O3;EEA France;µg/m³;62.25;2017-05-25T12:00:00+02:00;Scy-Chazelles;Metz Métropole;MOSELLE;GRAND EST
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - St Omer Ribot;50.748238,2.259784;O3;EEA France;µg/m³;56.65;2017-05-25T12:00:00+02:00;Saint-Omer;CA du Pays de Saint-Omer;PAS-DE-CALAIS;HAUTS-DE-FRANCE
ATMO PICARDIE;France - ATMO PICARDIE - St Pierre Amiens;49.902515,2.304601;PM2.5;EEA France;µg/m³;9.3;2017-07-18T21:00:00+02:00;Amiens;CA Amiens Métropole;SOMME;HAUTS-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - TALENCE;44.80057,-0.588056;PM10;EEA France;µg/m³;11.0;2017-05-25T12:00:00+02:00;Talence;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
